age,taille,poids,sport_licence,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,niveau_etude_encoded,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,smoker_oui,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf
25,169.5,85.0,non,3687,0.0,0.15,421.0,502.22,500.0,1.0,False,False,False,False,True,False,False,False,True,False,False
71,171.9,46.8,non,1183,0.0,0.28,574.0,842.9,22903.70633358192,4.0,False,False,False,False,False,False,False,False,True,False,False
74,158.0,60.5,oui,3958,1.0,0.49,574.0,589.55,500.0,1.0,False,False,False,False,False,False,False,False,False,False,False
20,147.9,89.5,non,1132,0.0,0.02,433.0,5000.0,500.0,4.0,True,False,False,False,False,False,False,True,False,True,False
26,164.2,62.2,non,3369,0.0,0.05,574.0,763.37,12206.033471742265,4.0,False,True,False,False,False,False,False,True,False,True,False
33,177.2,82.9,oui,4040,2.0,0.76,574.0,10000.0,500.0,2.0,False,False,False,False,False,False,False,True,False,False,True
33,168.3,75.0,non,2934,4.0,0.83,574.0,,500.0,0.0,False,False,False,False,False,False,True,False,False,False,True
30,165.3,53.1,oui,2547,0.0,0.96,574.0,1240.53,22044.80915146755,3.0,False,False,True,False,False,False,False,False,False,False,False
49,154.1,78.1,oui,3839,0.0,0.28,535.0,10000.0,22221.23321604256,3.0,False,True,False,False,False,False,False,True,True,False,False
38,159.3,96.7,non,2291,5.0,0.08,763.0,10000.0,21728.70265918484,0.0,False,False,False,False,False,False,True,False,False,False,False
68,179.6,63.4,oui,2818,5.0,0.84,574.0,10000.0,500.0,2.0,False,False,False,True,False,False,False,False,False,True,False
75,154.8,78.7,non,4676,1.0,0.57,694.0,10000.0,500.0,1.0,False,True,False,False,False,False,False,False,True,False,False
71,141.3,47.6,non,2877,0.0,0.49,574.0,,13933.76429090578,4.0,False,False,False,False,False,False,False,True,False,True,False
64,185.6,62.3,non,3948,0.0,0.81,574.0,,500.0,0.0,False,False,False,False,False,True,False,True,False,True,False
19,184.3,75.9,oui,3011,4.0,0.6,574.0,5000.0,500.0,1.0,False,True,False,False,False,False,False,True,False,False,False
33,152.5,72.0,non,1744,1.0,0.91,312.0,10000.0,500.0,0.0,False,False,False,False,True,False,False,False,False,True,False
62,167.4,77.7,non,3748,0.0,0.71,574.0,,2684.4695325176995,4.0,False,False,False,False,False,False,False,False,False,False,False
38,166.2,75.0,oui,2445,5.0,0.37,574.0,10000.0,5985.695147366836,3.0,False,False,False,False,True,False,False,False,False,True,False
32,177.9,69.8,oui,2387,2.0,0.22,574.0,885.63,3543.6621585618554,1.0,True,False,False,False,False,False,False,False,True,False,False
57,182.6,87.1,oui,1597,5.0,0.7,639.0,10000.0,31268.27702631601,4.0,False,False,True,False,False,False,False,False,False,True,False
38,158.8,77.2,non,4447,0.0,0.65,395.0,5000.0,10681.465007401455,3.0,True,False,False,False,False,False,False,False,True,False,False
21,185.3,90.5,non,2255,0.0,0.79,574.0,350.58,24943.04195144796,3.0,False,False,False,False,True,False,False,False,True,False,False
65,153.7,60.8,oui,1185,3.0,0.69,574.0,,500.0,3.0,False,False,False,False,True,False,False,True,False,False,False
24,161.3,60.5,oui,2951,5.0,0.56,334.0,,20974.301162694257,3.0,True,False,False,False,False,False,False,True,True,False,False
66,183.9,59.1,non,4912,0.0,0.39,537.0,,500.0,0.0,False,False,False,False,False,False,True,True,True,False,False
70,179.5,77.0,non,3863,0.0,0.74,574.0,10000.0,21881.049681899192,3.0,False,False,False,False,False,False,False,False,True,False,False
49,160.1,86.6,oui,820,0.0,0.72,574.0,,500.0,2.0,False,False,False,False,False,False,False,False,False,True,False
61,165.5,77.5,non,949,4.0,0.02,574.0,10000.0,13890.4529260375,1.0,False,False,False,False,False,True,False,False,False,True,False
37,179.8,86.4,non,2276,5.0,0.16,489.0,1217.44,500.0,3.0,False,False,True,False,False,False,False,False,False,False,True
35,173.0,57.9,oui,3176,5.0,0.31,313.0,,46745.60635500457,4.0,False,False,False,False,False,False,False,False,False,False,False
65,156.5,47.7,non,4453,5.0,0.6,534.0,460.01,500.0,2.0,False,False,False,True,False,False,False,True,False,True,False
35,176.1,62.3,oui,2429,0.0,0.71,302.0,,26763.66936599364,4.0,False,False,False,False,False,True,False,True,False,True,False
32,183.1,61.1,oui,3777,0.0,0.46,577.0,5000.0,500.0,1.0,False,False,True,False,False,False,False,False,False,True,False
61,174.0,64.4,oui,3228,0.0,0.79,574.0,,500.0,1.0,False,True,False,False,False,False,False,True,False,False,False
40,171.2,69.3,oui,1135,0.0,0.11,574.0,5000.0,500.0,2.0,False,False,False,False,False,False,True,True,False,True,False
61,181.0,47.5,non,3192,4.0,0.03,574.0,10000.0,30898.12346442135,4.0,False,False,False,False,False,True,False,False,False,True,False
68,160.2,74.1,non,3428,5.0,0.77,574.0,,7665.501956720779,1.0,False,False,False,False,False,True,False,False,False,False,False
63,174.1,62.4,oui,3329,0.0,0.26,676.0,,9723.925134365028,0.0,True,False,False,False,False,False,False,True,True,False,False
66,167.0,74.7,non,2719,0.0,0.4,574.0,,11417.638722648697,1.0,False,False,False,False,False,False,True,False,False,False,False
27,150.0,86.1,non,2879,1.0,0.62,574.0,10000.0,3349.744144557455,1.0,False,False,False,True,False,False,False,True,False,False,True
18,173.2,49.9,non,2127,0.0,0.22,574.0,780.1,5151.087256533285,0.0,True,False,False,False,False,False,False,True,False,False,True
44,163.2,47.7,oui,500,0.0,0.68,656.0,,21053.931248540583,3.0,True,False,False,False,False,False,False,False,False,False,True
62,176.8,74.9,non,2788,0.0,0.29,574.0,5000.0,500.0,0.0,False,False,True,False,False,False,False,False,False,True,False
33,169.8,77.7,oui,1913,0.0,0.31,500.0,5000.0,34017.81240468688,4.0,False,False,False,False,False,False,True,True,False,True,False
53,159.2,85.1,oui,2267,0.0,0.42,342.0,473.08,18950.739628744654,4.0,False,False,False,False,False,True,False,True,False,False,False
38,173.9,88.1,non,2334,4.0,0.96,574.0,10000.0,500.0,2.0,False,False,True,False,False,False,False,True,False,True,False
39,161.5,55.4,oui,703,5.0,0.84,574.0,,579.3974887282877,0.0,False,False,False,False,True,False,False,False,False,False,True
62,164.5,47.7,oui,1743,0.0,0.15,574.0,,500.0,0.0,False,False,False,False,False,False,False,False,False,False,False
45,180.3,60.0,oui,1490,0.0,0.25,574.0,5000.0,500.0,0.0,False,True,False,False,False,False,False,True,False,True,False
51,163.7,99.8,non,3465,4.0,0.76,702.0,10000.0,500.0,1.0,True,False,False,False,False,False,False,True,False,False,True
23,183.6,83.5,oui,2387,2.0,0.81,739.0,5000.0,500.0,2.0,False,False,False,False,False,False,True,True,False,False,True
33,175.4,86.7,non,1650,1.0,0.75,574.0,5000.0,500.0,2.0,False,False,True,False,False,False,False,False,False,False,False
25,155.7,77.5,oui,2370,3.0,0.82,574.0,603.88,500.0,2.0,False,False,True,False,False,False,False,True,False,True,False
58,174.5,79.7,non,1699,0.0,0.96,574.0,5000.0,500.0,3.0,False,False,False,False,False,True,False,True,True,False,False
63,160.3,85.4,oui,1710,0.0,0.79,539.0,5000.0,500.0,3.0,False,False,False,False,True,False,False,True,False,False,False
38,178.3,62.1,oui,3704,1.0,0.01,425.0,285.41,14884.729405727216,2.0,False,False,True,False,False,False,False,True,False,False,True
40,150.3,75.4,oui,1043,4.0,0.48,719.0,764.86,13684.953136583248,4.0,False,False,False,False,False,False,True,True,False,True,False
41,170.7,67.5,oui,1217,2.0,0.68,682.0,10000.0,11529.798741792576,0.0,False,False,False,False,False,True,False,True,True,False,False
56,179.2,88.2,oui,2792,2.0,0.62,626.0,10000.0,500.0,1.0,False,False,False,False,True,False,False,True,False,False,True
53,160.2,62.2,non,875,3.0,0.12,669.0,10000.0,500.0,1.0,False,True,False,False,False,False,False,False,True,False,False
23,162.4,50.6,non,1913,0.0,0.57,574.0,,500.0,3.0,False,False,False,False,True,False,False,False,False,False,True
52,180.1,69.9,non,1686,1.0,0.84,574.0,10000.0,10086.919320008365,2.0,False,False,False,False,False,True,False,True,False,False,False
27,184.2,64.0,oui,3735,0.0,0.46,412.0,,14374.479940607383,1.0,False,False,False,False,False,False,False,True,False,False,True
54,177.6,84.0,non,1876,3.0,0.52,574.0,10000.0,500.0,2.0,False,False,True,False,False,False,False,True,False,True,False
58,176.2,88.9,oui,500,3.0,0.73,785.0,291.91,13505.520294628031,1.0,False,False,False,False,False,True,False,False,False,True,False
18,174.3,91.0,non,1792,3.0,0.56,574.0,725.52,500.0,2.0,False,False,False,False,False,True,False,False,False,False,False
42,146.5,84.2,oui,500,0.0,0.78,574.0,10000.0,3337.3668761851814,2.0,False,False,False,False,False,True,False,True,False,True,False
56,169.8,72.8,non,2701,0.0,0.41,421.0,10000.0,4849.463669302425,3.0,False,False,False,False,False,True,False,False,True,False,False
34,164.0,75.0,non,2012,0.0,0.16,574.0,10000.0,8962.574710833309,1.0,False,False,True,False,False,False,False,False,False,True,False
32,182.8,103.2,oui,2484,5.0,0.16,574.0,5000.0,14474.521230572302,0.0,False,False,False,False,False,True,False,False,False,True,False
18,158.3,76.4,oui,2843,0.0,0.01,468.0,5000.0,26655.42600553518,4.0,True,False,False,False,False,False,False,True,True,False,False
64,176.0,79.5,non,2570,0.0,0.98,574.0,5000.0,500.0,1.0,False,False,False,True,False,False,False,False,False,True,False
73,167.9,72.2,oui,4332,0.0,0.96,574.0,728.66,9074.111188083883,0.0,False,False,False,True,False,False,False,True,False,False,False
19,167.4,49.2,non,1341,0.0,0.69,570.0,1176.54,500.0,2.0,False,True,False,False,False,False,False,True,False,False,True
50,171.9,67.2,non,1464,2.0,0.27,574.0,,500.0,1.0,False,False,False,True,False,False,False,False,False,True,False
75,170.7,80.6,non,1290,0.0,0.14,574.0,10000.0,500.0,2.0,False,False,False,False,False,True,False,True,False,False,False
26,177.2,69.9,oui,500,5.0,0.08,574.0,10000.0,500.0,2.0,True,False,False,False,False,False,False,False,True,False,False
30,172.5,74.6,non,2597,0.0,0.56,574.0,10000.0,6900.559807197559,3.0,False,False,False,False,True,False,False,True,False,True,False
43,173.8,71.3,oui,4198,0.0,0.7,574.0,,14246.97701548475,3.0,False,False,False,False,False,True,False,False,False,False,True
67,176.1,83.3,non,1198,0.0,0.94,560.0,,500.0,3.0,False,False,False,True,False,False,False,False,False,True,False
66,179.5,69.9,oui,5088,0.0,0.7,640.0,5000.0,23093.695647026463,2.0,False,False,False,False,True,False,False,True,False,True,False
30,178.2,71.0,oui,4009,0.0,0.44,508.0,5000.0,15930.351154972464,2.0,False,False,False,False,False,False,True,True,False,True,False
70,160.7,56.1,non,3755,3.0,0.76,318.0,,500.0,2.0,False,False,False,True,False,False,False,True,False,False,False
74,153.2,48.0,oui,4254,0.0,0.67,636.0,,22102.44353761702,1.0,False,False,False,True,False,False,False,False,False,False,True
51,174.1,58.5,non,2652,4.0,0.92,768.0,,500.0,3.0,False,False,False,False,False,False,True,False,False,False,True
68,177.2,72.8,oui,3892,0.0,0.46,574.0,,27810.673063023347,2.0,False,False,False,True,False,False,False,False,True,False,False
60,166.0,62.8,non,2245,0.0,0.0,574.0,1014.18,500.0,3.0,False,False,False,False,True,False,False,True,False,True,False
67,178.2,41.3,non,4192,0.0,0.69,789.0,480.44,500.0,0.0,False,True,False,False,False,False,False,True,False,False,True
31,151.8,53.8,non,3186,3.0,0.75,574.0,,500.0,2.0,False,False,True,False,False,False,False,False,False,True,False
52,168.9,69.3,oui,1928,0.0,0.91,574.0,10000.0,500.0,2.0,False,True,False,False,False,False,False,True,False,True,False
64,173.0,66.2,oui,2518,4.0,0.87,574.0,1318.39,21178.08365205545,3.0,False,False,False,True,False,False,False,False,False,False,False
27,182.5,97.1,non,2520,0.0,0.12,574.0,,500.0,2.0,False,True,False,False,False,False,False,True,False,True,False
24,176.5,63.5,non,2593,5.0,0.68,574.0,472.17,500.0,2.0,False,False,False,False,False,True,False,False,True,False,False
37,173.3,82.0,oui,1953,1.0,0.15,356.0,,22358.98789092836,3.0,False,False,False,False,False,True,False,False,True,False,False
68,159.0,104.0,oui,3337,3.0,0.26,574.0,5000.0,9360.63279862444,1.0,False,False,False,False,False,False,True,True,False,False,True
27,166.4,55.5,oui,2339,0.0,0.59,574.0,731.6,500.0,4.0,False,True,False,False,False,False,False,True,False,True,False
37,145.1,59.9,oui,3913,0.0,0.45,574.0,5000.0,7953.799822435008,1.0,False,True,False,False,False,False,False,True,False,False,False
47,165.8,76.1,non,4166,4.0,0.86,574.0,912.38,6242.243106734053,2.0,False,True,False,False,False,False,False,True,False,True,False
65,176.5,41.3,oui,3136,0.0,0.69,574.0,10000.0,8380.693597889975,0.0,True,False,False,False,False,False,False,False,False,True,False
60,178.0,88.2,non,2490,0.0,0.79,574.0,,500.0,2.0,False,False,False,False,True,False,False,True,False,False,False
63,159.1,89.5,oui,900,2.0,0.68,574.0,10000.0,6973.6325372896645,4.0,False,False,True,False,False,False,False,True,False,True,False
40,172.5,92.5,non,4574,1.0,0.13,574.0,1086.15,9942.987296518457,0.0,False,False,False,False,False,True,False,False,False,True,False
62,179.7,57.1,non,3789,0.0,0.8,770.0,,13341.7583098797,1.0,False,False,False,False,False,False,True,True,False,False,True
57,187.1,53.8,oui,1573,4.0,0.05,574.0,10000.0,500.0,0.0,True,False,False,False,False,False,False,True,False,False,True
51,173.6,93.7,non,3823,0.0,0.66,574.0,10000.0,3367.970876418882,2.0,False,True,False,False,False,False,False,False,False,False,False
62,169.0,71.0,non,2404,1.0,0.69,574.0,516.31,9155.90013439457,1.0,False,False,False,False,False,False,True,True,False,True,False
63,147.6,71.3,non,4778,0.0,0.43,574.0,,2641.151354966029,2.0,False,False,False,True,False,False,False,True,False,True,False
40,200.1,44.1,oui,1660,5.0,0.52,799.0,10000.0,15279.232173570374,1.0,False,False,False,True,False,False,False,False,False,False,True
28,168.7,63.8,non,2987,5.0,0.16,574.0,5000.0,3426.8492967480315,0.0,False,False,False,True,False,False,False,True,False,False,False
43,167.7,70.7,oui,2747,3.0,0.27,777.0,,500.0,1.0,False,False,False,False,False,False,False,True,False,False,False
75,175.6,75.4,non,1986,0.0,0.89,574.0,1282.77,7882.959505706342,3.0,False,False,False,False,False,False,False,True,False,False,False
21,148.7,63.9,oui,2711,4.0,0.5,574.0,10000.0,30709.96531664265,3.0,False,False,False,False,False,False,False,False,False,False,True
58,157.5,69.8,non,3447,0.0,0.92,654.0,10000.0,500.0,1.0,False,False,False,False,False,True,False,False,False,False,True
43,188.9,101.1,oui,2094,5.0,0.0,658.0,5000.0,10948.885245464136,4.0,False,True,False,False,False,False,False,True,False,True,False
40,178.1,66.0,non,3519,0.0,0.74,451.0,,500.0,1.0,False,True,False,False,False,False,False,True,False,False,True
32,163.7,61.8,oui,1336,0.0,0.4,574.0,1542.15,500.0,1.0,False,False,True,False,False,False,False,True,False,False,False
42,176.0,74.8,non,3649,0.0,0.97,574.0,,13631.273362718714,2.0,False,False,False,False,False,False,True,True,True,False,False
55,165.1,70.0,non,3997,5.0,0.41,574.0,10000.0,22231.97321248849,1.0,False,False,False,False,False,False,False,False,False,True,False
58,161.8,61.9,oui,1806,0.0,0.54,425.0,5000.0,2128.8012275159435,4.0,False,False,False,True,False,False,False,False,False,True,False
49,177.9,101.3,non,3775,0.0,0.94,574.0,,14521.179108027844,3.0,False,False,False,True,False,False,False,False,False,True,False
35,179.4,67.4,non,4219,0.0,0.04,574.0,,42989.59911024206,4.0,False,False,False,False,False,False,False,False,False,False,True
20,178.2,74.4,oui,1796,0.0,0.57,574.0,5000.0,11060.72741605227,2.0,False,False,True,False,False,False,False,True,False,True,False
49,177.1,72.8,oui,1545,1.0,0.8,716.0,775.08,500.0,1.0,False,False,True,False,False,False,False,True,False,False,False
58,164.8,89.0,non,2942,0.0,0.56,560.0,5000.0,500.0,1.0,False,True,False,False,False,False,False,False,False,False,True
26,182.1,31.7,oui,2481,0.0,0.75,337.0,5000.0,28980.833570178074,4.0,False,False,False,False,True,False,False,False,False,False,True
67,164.3,58.0,oui,2328,0.0,0.49,652.0,866.51,4367.3149191903085,4.0,False,False,False,True,False,False,False,False,False,True,False
40,169.5,58.2,oui,1925,0.0,0.0,845.0,10000.0,21946.86879505956,2.0,False,False,False,False,True,False,False,True,False,True,False
75,171.6,85.3,oui,3699,5.0,0.57,574.0,661.31,4247.479089404679,4.0,False,False,False,False,False,True,False,True,False,False,False
71,160.4,67.6,oui,500,0.0,0.51,701.0,10000.0,30551.98802808907,1.0,False,False,False,False,False,False,True,False,False,False,False
20,161.1,75.9,oui,2266,0.0,0.48,389.0,5000.0,12869.202257204117,0.0,False,False,False,False,True,False,False,True,True,False,False
21,186.1,58.3,oui,2936,0.0,0.75,574.0,921.41,5706.7825506143645,2.0,False,False,True,False,False,False,False,True,False,True,False
40,168.8,82.9,oui,3795,0.0,0.91,617.0,10000.0,500.0,0.0,False,True,False,False,False,False,False,False,False,False,False
54,153.5,57.0,oui,3114,0.0,0.88,693.0,938.51,40646.669620911925,4.0,False,False,False,False,True,False,False,False,False,True,False
24,170.2,59.3,oui,2285,0.0,0.07,574.0,894.46,11388.545484987935,3.0,False,False,False,False,False,True,False,True,True,False,False
38,158.6,79.9,oui,2323,5.0,0.64,574.0,561.96,23066.28845141842,2.0,False,False,False,False,False,True,False,False,False,True,False
41,171.2,49.5,oui,4358,0.0,0.16,574.0,10000.0,15536.842254718356,1.0,False,False,False,True,False,False,False,True,False,False,False
25,145.0,79.9,non,3683,3.0,0.07,574.0,,500.0,0.0,False,False,False,False,True,False,False,False,False,False,False
71,162.7,87.4,oui,3210,0.0,0.36,574.0,10000.0,5440.861480054975,1.0,False,True,False,False,False,False,False,False,False,True,False
33,168.6,68.0,non,1422,1.0,0.92,574.0,1209.91,500.0,0.0,False,True,False,False,False,False,False,True,False,False,True
53,160.7,61.4,oui,2419,0.0,0.74,574.0,5000.0,37750.6758208805,3.0,False,False,False,False,False,True,False,False,True,False,False
61,173.8,42.5,non,1452,0.0,0.12,552.0,10000.0,12536.527425331671,2.0,False,False,False,False,False,False,False,False,False,False,False
56,151.7,49.8,oui,898,0.0,0.31,574.0,990.25,500.0,3.0,False,False,True,False,False,False,False,True,True,False,False
52,165.4,59.6,non,3357,1.0,0.91,514.0,474.99,18244.265756080065,2.0,False,False,False,False,False,True,False,False,True,False,False
32,175.6,86.5,non,2467,3.0,0.93,530.0,,16185.064244023328,2.0,False,False,False,False,True,False,False,False,False,True,False
64,178.5,90.0,non,1720,3.0,0.92,574.0,,500.0,1.0,False,False,True,False,False,False,False,False,False,False,True
63,165.0,51.8,non,2586,0.0,0.47,574.0,,3038.268646070213,2.0,False,False,False,True,False,False,False,False,False,False,True
62,180.7,64.0,non,500,0.0,0.04,574.0,886.96,500.0,2.0,False,False,True,False,False,False,False,False,True,False,False
48,174.2,80.2,oui,1369,2.0,0.02,574.0,5000.0,4980.213631587762,2.0,False,False,True,False,False,False,False,True,False,False,True
62,180.9,58.4,non,3499,1.0,0.41,421.0,10000.0,2621.991170390659,0.0,False,False,False,False,False,True,False,False,True,False,False
46,156.5,81.0,oui,3588,0.0,0.54,335.0,10000.0,21165.89664278441,4.0,False,True,False,False,False,False,False,True,False,False,True
57,168.3,53.4,oui,2287,2.0,0.01,574.0,,14917.002154526905,4.0,False,False,False,False,False,True,False,True,False,False,False
48,193.7,57.1,oui,2726,4.0,1.0,574.0,,12007.005961914414,0.0,False,False,False,False,False,False,True,False,False,False,False
57,177.9,68.4,oui,2572,4.0,0.12,574.0,10000.0,500.0,0.0,False,False,False,False,False,True,False,True,False,False,True
50,166.9,93.1,oui,4591,3.0,0.65,538.0,403.35,23335.49676636848,1.0,False,False,False,False,False,True,False,True,False,False,True
52,168.7,58.3,oui,4102,0.0,0.93,574.0,594.35,3155.376642858685,2.0,False,False,False,False,True,False,False,True,False,False,False
73,148.9,59.6,oui,5593,0.0,0.06,655.0,1307.92,34928.545790518874,3.0,True,False,False,False,False,False,False,False,False,False,True
18,178.1,86.1,non,608,3.0,0.88,574.0,10000.0,500.0,0.0,True,False,False,False,False,False,False,True,False,True,False
22,166.4,84.7,oui,3178,0.0,0.13,379.0,5000.0,2203.0337080929994,1.0,False,False,False,False,False,True,False,False,False,True,False
36,173.1,46.8,non,1414,3.0,0.23,574.0,727.09,500.0,4.0,False,False,False,False,False,False,False,False,False,True,False
73,167.3,69.0,oui,3046,1.0,0.63,574.0,10000.0,500.0,0.0,False,False,True,False,False,False,False,True,False,False,False
61,164.3,82.5,non,3185,5.0,0.27,574.0,5000.0,27523.765043023657,4.0,False,False,True,False,False,False,False,False,True,False,False
21,177.6,63.7,non,4034,5.0,0.25,574.0,,2631.080774396934,1.0,False,False,True,False,False,False,False,True,True,False,False
37,155.2,89.3,non,2070,5.0,0.51,803.0,,11058.632095273046,3.0,False,False,False,True,False,False,False,True,True,False,False
62,170.5,48.7,oui,3900,0.0,0.76,455.0,5000.0,500.0,2.0,False,True,False,False,False,False,False,False,False,False,True
36,167.0,86.7,non,3223,0.0,0.66,751.0,10000.0,19516.454511962416,4.0,False,False,False,True,False,False,False,False,False,True,False
26,162.5,79.4,oui,2880,0.0,0.7,574.0,,3101.351547694001,2.0,True,False,False,False,False,False,False,False,False,False,False
29,180.6,65.9,oui,2368,4.0,0.37,352.0,5000.0,500.0,0.0,False,False,True,False,False,False,False,True,False,False,True
62,174.0,85.9,non,3478,0.0,0.51,583.0,5000.0,45877.40497859802,4.0,False,False,False,False,False,False,True,False,True,False,False
65,171.4,81.0,oui,1995,0.0,0.67,574.0,10000.0,9126.85993975264,1.0,True,False,False,False,False,False,False,False,False,True,False
67,172.2,74.8,oui,2733,0.0,0.21,574.0,854.34,25199.631004534003,1.0,False,False,False,False,False,False,True,False,False,False,False
50,179.0,66.5,non,3487,0.0,0.15,713.0,1419.12,9800.225042050182,4.0,False,False,False,False,True,False,False,False,False,False,False
30,166.8,69.4,non,3843,0.0,0.11,574.0,5000.0,28080.90904383448,3.0,False,False,False,False,False,False,False,False,True,False,False
48,168.1,87.4,non,1686,0.0,0.56,486.0,1213.08,500.0,1.0,False,False,False,True,False,False,False,True,False,False,True
39,184.0,67.8,oui,656,2.0,0.23,574.0,10000.0,14910.42674736496,3.0,False,False,False,False,False,False,True,False,False,True,False
52,170.2,94.5,oui,2598,1.0,0.04,574.0,971.86,1897.745189060438,3.0,False,False,False,False,False,False,False,True,True,False,False
33,144.7,71.2,non,2072,3.0,0.03,574.0,5000.0,500.0,0.0,True,False,False,False,False,False,False,False,False,True,False
34,179.2,56.8,oui,1973,2.0,0.53,766.0,10000.0,16815.322371461785,3.0,False,False,False,False,False,False,False,False,True,False,False
19,171.2,66.1,oui,683,0.0,0.79,510.0,10000.0,6891.624514494192,2.0,False,False,False,False,False,False,True,True,False,True,False
23,164.1,49.0,oui,3103,2.0,0.95,574.0,5000.0,38277.86419615981,4.0,False,False,False,False,True,False,False,False,False,True,False
70,160.9,82.6,non,1227,0.0,0.25,524.0,1175.14,500.0,0.0,True,False,False,False,False,False,False,True,False,True,False
22,159.8,67.9,non,1384,0.0,0.84,574.0,,2395.4385667881565,4.0,False,False,False,False,False,True,False,False,False,True,False
31,152.9,93.1,oui,2351,0.0,0.01,709.0,5000.0,500.0,0.0,False,False,False,False,False,False,True,True,False,False,False
58,156.3,79.4,oui,500,0.0,0.15,417.0,10000.0,3199.310907608612,0.0,True,False,False,False,False,False,False,False,True,False,False
63,166.4,71.8,oui,4015,0.0,0.22,574.0,5000.0,22486.123986927105,1.0,False,False,False,False,False,False,False,True,False,True,False
28,168.1,57.6,non,4563,0.0,0.36,574.0,,29082.45170326341,4.0,False,False,False,False,True,False,False,True,False,True,False
34,169.1,43.0,non,3784,0.0,0.5,574.0,580.45,500.0,3.0,False,True,False,False,False,False,False,True,True,False,False
38,183.2,78.5,non,2855,1.0,0.39,548.0,5000.0,500.0,0.0,False,False,True,False,False,False,False,True,False,False,True
18,169.9,84.0,oui,3148,1.0,0.39,754.0,10000.0,19354.689040026744,4.0,False,False,False,False,False,False,True,False,False,False,True
69,160.9,83.7,non,1550,0.0,0.48,574.0,,500.0,4.0,False,False,False,False,True,False,False,False,False,False,True
31,174.3,64.7,non,1962,5.0,0.12,574.0,10000.0,33448.00488309777,4.0,False,False,False,False,True,False,False,False,False,True,False
40,158.3,79.7,oui,3992,5.0,0.06,574.0,5000.0,16257.947402038808,2.0,False,False,False,False,False,True,False,True,False,True,False
73,182.9,76.6,oui,1273,0.0,0.56,574.0,5000.0,16669.916243296364,1.0,False,False,False,True,False,False,False,True,False,True,False
26,179.7,86.7,non,3645,5.0,0.97,574.0,10000.0,3212.0712674130014,1.0,False,False,False,False,False,True,False,False,True,False,False
38,181.8,67.8,non,3854,0.0,0.01,574.0,5000.0,29941.452177603147,3.0,False,False,False,False,False,False,False,False,False,False,False
21,180.8,39.3,non,2549,4.0,0.19,574.0,10000.0,19270.696548097803,2.0,True,False,False,False,False,False,False,False,False,False,True
66,175.6,70.4,non,3761,0.0,0.08,740.0,,5867.287044229895,0.0,False,False,True,False,False,False,False,True,True,False,False
28,170.2,83.2,oui,3136,0.0,0.55,574.0,,500.0,1.0,False,True,False,False,False,False,False,True,False,False,False
63,159.4,66.7,non,2272,0.0,0.76,574.0,5000.0,4071.252166028845,1.0,False,False,False,False,False,False,True,True,False,False,False
53,167.7,65.2,non,3229,0.0,0.36,574.0,1186.7,500.0,3.0,False,False,False,False,False,False,True,True,False,True,False
24,180.2,83.2,non,3160,2.0,0.74,722.0,,8655.723626350307,1.0,False,True,False,False,False,False,False,False,False,False,False
56,179.4,64.1,oui,592,5.0,0.73,374.0,5000.0,500.0,2.0,False,False,True,False,False,False,False,False,False,True,False
65,170.3,47.6,oui,2219,5.0,0.79,656.0,5000.0,6917.19408936927,4.0,False,False,False,False,False,True,False,True,False,False,True
58,160.4,89.3,non,886,0.0,0.8,305.0,5000.0,500.0,0.0,True,False,False,False,False,False,False,False,False,False,False
54,189.8,60.6,non,1988,0.0,0.43,574.0,5000.0,10733.681672929755,4.0,False,True,False,False,False,False,False,False,False,True,False
43,172.4,57.2,non,3600,1.0,0.83,531.0,10000.0,16236.95900661788,3.0,False,False,False,False,True,False,False,True,True,False,False
64,170.2,65.2,oui,3819,1.0,0.18,574.0,756.37,32060.90344736834,3.0,False,False,False,False,False,True,False,False,False,False,True
61,176.1,56.1,non,3962,0.0,0.78,574.0,10000.0,21275.117252567423,0.0,False,False,False,False,False,False,False,False,False,False,True
33,175.0,78.0,oui,2985,2.0,0.65,574.0,916.49,18833.236518612,3.0,True,False,False,False,False,False,False,True,True,False,False
53,160.7,61.1,oui,4682,3.0,0.85,846.0,762.46,28162.577196715654,3.0,False,False,False,False,True,False,False,True,True,False,False
49,168.8,66.7,oui,2701,0.0,0.7,513.0,10000.0,500.0,4.0,False,True,False,False,False,False,False,True,False,True,False
74,160.6,65.1,oui,3075,0.0,0.03,837.0,966.33,3674.596637735833,3.0,False,False,True,False,False,False,False,False,False,True,False
19,164.8,78.4,oui,4199,0.0,0.76,656.0,946.17,44128.74065902961,4.0,True,False,False,False,False,False,False,False,False,True,False
57,174.0,79.0,non,1067,4.0,0.96,574.0,5000.0,500.0,3.0,False,False,False,False,False,False,False,True,False,True,False
38,167.6,58.2,oui,2031,1.0,0.21,574.0,5000.0,500.0,0.0,False,False,False,False,False,True,False,True,True,False,False
45,161.0,63.7,oui,3117,3.0,0.68,574.0,,6603.535706612271,4.0,False,False,False,False,False,False,True,True,False,False,False
74,157.8,15.8,non,3657,0.0,0.48,721.0,,500.0,0.0,False,False,False,False,True,False,False,False,True,False,False
